RAZAO SOCIAL,CNPJ,ENDEREÇO,lat,lng,CIDADE
SAMFORTE MATERIAIS PARA CONSTRUCAO LTDA,10637912000122,"RUA EURIDES FERNANDES DO NASCIMENTO  106 , SAO PAULO",-23.4967419,-46.4071326,SAO PAULO
UNIAO CERAMICAS COMERCIO E TRANSPORTE DE BLOCOS LTDA,10640562000153,"RUA GUATEMALA  108 , SANTO ANDRE",-23.6358155,-46.5183491,SANTO ANDRE
SERRALHERIA L M SANTOS LTDA,10641356000168,"RUA CABO FRIO  8 , SAO PAULO",-23.5565496,-46.4153373,SAO PAULO
RE FUNGARO  FERRAMENTAS LTDA,10645631000111,"AVENIDA ANTONIO MARQUES FIGUEIRA  1870 , SUZANO",-23.5520852,-46.3076719,SUZANO
TROPIKAL LTDA,10646563000105,"AVENIDA DAS PALMEIRAS (P IPES II)  703 , CAJAMAR",-23.4041966,-46.8627586,CAJAMAR
LAGEADO COMERCIO DE FERRO E ACO LTDA,10646765000157,"ESTRADA DO LAGEADO VELHO  251 , SAO PAULO",-23.5377643,-46.4063736,SAO PAULO
SBG CONSERVADORA DE BOMBAS LTDA,10647126000106,"RUA HONORATO PEREIRA  562 , SAO PAULO",-23.4270532,-46.7967224,SAO PAULO
BIOPAR COMERCIO DE FERRAMENTAS E FERRAGENS LTDA,10648097000105,"AVENIDA PROFESSOR FRANCISCO MORATO  3977 , SAO PAULO",-23.5936509,-46.7345367,SAO PAULO
RYOTEC ELETRO MECANICA E MEDICAO LTDA,10650451000128,"RUA BENEDITO CONRADO FILHO  221 , SAO BERNARDO DO CAMPO",-23.702139,-46.574258,SAO BERNARDO DO CAMPO
K DE ANDRADE FERNANDES,10650971000130,"RUA IRIS LEONOR  153 , SAO PAULO",-23.4769377,-46.6360205,SAO PAULO
THEFEX COMERCIO DE MATERIAIS ELETRICOS E HIDRAULICOS LTDA,10654056000113,"AVENIDA  MOGI DAS CRUZES  529 , SUZANO",-23.537651,-46.3194641,SUZANO
CALACATTA COMERCIO DE PEDRAS EIRELI,10654357000147,"AVENIDA OTTO BAUMGART  500 , SAO PAULO",-23.5145576,-46.6151734,SAO PAULO
DSM MATERIAIS PARA CONSTRUCAO LTDA,10655221000151,"RUA SALVADOR DE ALBUQUERQUE  35 , SAO PAULO",-23.4267915,-46.7257165,SAO PAULO
MADEIRAS PONTO COM COMERCIO DE MADEIRAS LTDA,10655912000155,"RUA BARRA DO TIBAJI  1057 , SAO PAULO",-23.525859,-46.6476645,SAO PAULO
TELHADOS SATURNO LIMITADA,10658632000109,"AVENIDA CANGAIBA  3608 , SAO PAULO",-23.5058816,-46.5219618,SAO PAULO
BARBERO E FERREIRA COMERCIO E INSTALACOES LTDA,10662524000100,"RUA GREGORIO SOUZA  276 , SAO PAULO",-23.5433192,-46.5190508,SAO PAULO
J L DA C ABRAHAO COMERCIO DE PORTAS E JANELAS,10663090000154,"AVENIDA CANDIDO PORTINARI  285 , SAO PAULO",-23.5081478,-46.7496439,SAO PAULO
BASICO MATERIAIS PARA CONSTRUCAO LTDA,10663328000141,"RUA ERNEST RENAM  1001 , SAO PAULO",-23.6140816,-46.7239901,SAO PAULO
MPH COMERCIO DE PRODUTOS LTDA,10663421000156,"RUA JOSE VICTORINO PEREIRA  428 , SAO PAULO",-23.6003414,-46.5229374,SAO PAULO
LABOR MATERIAIS PARA CONSTRUCAO LTDA,10665613000100,"RUA JOTA CARLOS  87 , SAO PAULO",-23.4855119,-46.5704983,SAO PAULO
EDSON ANTONIO DA MOTA PORTOES,10665660000145,"RUA GASPAR DE SOUZA  79 , SAO BERNARDO DO CAMPO",-23.7405535,-46.5350336,SAO BERNARDO DO CAMPO
COMERCIAL ROBERIO LTDA,10665694000130,"RUA FIORAVANTE BERGAMINI  50 , FRANCISCO MORATO",-23.2786662,-46.7453463,FRANCISCO MORATO
COMERCIO DE FERRAGENS E ACESSORIOS O CORRIMAO LTDA,10676034000154,"AVENIDA SAPOPEMBA  10667 , SAO PAULO",-23.6109081,-46.5038181,SAO PAULO
DISTRIBUIDORA BRAS CUBAS DE AREIA E PEDRA LTDA,10676300000149,"AVENIDA ANCHIETA  587 , MOGI DAS CRUZES",-23.5375365,-46.2274141,MOGI DAS CRUZES
BOMTEC  ASSISTENCIA TECNICA EM BOMBAS E MOTORES ELETRICOS LTDA,10676911000197,"RUA LUIZ DA COSTA RAMOS  45 , SAO PAULO",-23.629247,-46.6190069,SAO PAULO
ALVES COR PINTURA E COMERCIO DE MATERIAIS PARA CONSTRUCAO LTDA,10679585000171,"RUA GONCALVES DE MENDONCA  414 , SAO PAULO",-23.5985561,-46.4397269,SAO PAULO
ALVES COR PINTURA E COMERCIO DE MATERIAIS PARA CONSTRUCAO LTDA,10679585000252,"RUA MANUEL VELOSO DA COSTA  507 , SAO PAULO",-23.6108586,-46.4539228,SAO PAULO
TRIVIAL BOA TINTA EIRELI,10680348000120,"RUA DOS ALPES  604 , SANTO ANDRE",-23.6460634,-46.5195399,SANTO ANDRE
AGR INDUSTRIA E COMERCIO DE METAIS LTDA,10680681000130,"RUA PARTICULAR  15 , SAO PAULO",-23.5158251,-46.4183873,SAO PAULO
ASOL COMERCIO DE PEDRAS E REVESTIMENTOS LTDA,10682717000114,"RUA MARIA AMALIA LOPES DE AZEVEDO  3134 , SAO PAULO",-23.4574457,-46.5963714,SAO PAULO
COMERCIAL SOL DOS MILAGRES LTDA,10685124000101,"RUA DOUTOR RODRIGUES DE MIRANDA JUNIOR  125 , SAO PAULO",-23.5596883,-46.4042863,SAO PAULO
COMPANHIA DOS RELES  COMPONENTES EIRELI,10686618000100,"RUA BRIGADEIRO TOBIAS  577 , SAO PAULO",-23.5379373,-46.6347473,SAO PAULO
JWA COMERCIO DE MATERIAIS ELETRICOS E INSTALACOES LTDA,10688502000100,"RUA FILIPINAS  28 , SAO BERNARDO DO CAMPO",-23.6642178,-46.6091502,SAO BERNARDO DO CAMPO
ALFABOX & ESPELHOS VIDRACARIA LIMITADA,10689506000103,"TRAVESSA FIJI  60 , SAO PAULO",-23.6179811,-46.6953354,SAO PAULO
FONTELLI COMERCIO DE FORROS & DIVISORIAS LTDA,10693560000122,"RUA BRASILIO MACHADO  169 , SAO BERNARDO DO CAMPO",-23.7167673,-46.5473863,SAO BERNARDO DO CAMPO
VICENTIM COMERCIO DE MARMORES E GRANITOS EIRELI,10696100000158,"AVENIDA ALVARO RAMOS  1402 , SAO PAULO",-23.5483697,-46.5824498,SAO PAULO
RCWELL COMERCIO E PRESTACAO DE SERVICOS LTDA,10696781000154,"RUA ARNALDO GAMA  64 , SAO PAULO",-23.6840668,-46.7891707,SAO PAULO
TONI TEXTURA & GRAFIATO LTDA,10697885000183,"RUA ADUTORA DE RIO CLARO  7530 , SAO PAULO",-23.5918456,-46.5294702,SAO PAULO
TONI TEXTURA & GRAFIATO LTDA,10697885000183,"RUA ADUTORA DE RIO CLARO  7530 , SAO PAULO",-23.5918456,-46.5294702,SAO PAULO
SP BRASIL MATERIAIS ELETRICOS E ILUMINACAO LTDA,10698598000198,"RUA TOBIAS BARRETO  1303 , SAO PAULO",-23.5475674,-46.5859849,SAO PAULO
NELSON GESSOS COMERCIAL LTDA,10699896000100,"AVENIDA ARICANDUVA  5290 , SAO PAULO",-23.5665154,-46.5074831,SAO PAULO
RENATO GASPAR  MAQUINAS,10701343000137,"RUA DO ACAPUZAL  16 , SAO PAULO",-23.494907,-46.4959779,SAO PAULO
JE COMERCIO E REFORMA DE PALLETES LTDA,10702378000190,"ESTRADA CORONEL JOSE GLADIADOR  698 , SAO PAULO",-23.4385587,-46.7940018,SAO PAULO
CONSTRULAR CONSTRUCAO E COMERCIO LTDA,10703935000198,"RUA VITORIANO DA SILVA  9 , SAO PAULO",-23.598902,-46.7669397,SAO PAULO
SERGIO GIANTORNO,10704776000146,"AVENIDA VILA EMA  4981 , SAO PAULO",-23.5961406,-46.5352377,SAO PAULO
MR PROJECT AUTOMACAO LTDA,10707708000130,"RUA DOUTOR MANOEL GUIMARAES  711 , SAO PAULO",-23.5197222,-46.4509279,SAO PAULO
ABC COMERCIO DE CHAPAS LTDA,10713656000105,"AVENIDA WINSTON CHURCHILL  1400 , SAO BERNARDO DO CAMPO",-23.6696609,-46.5561306,SAO BERNARDO DO CAMPO
CRISTIAM MARTINS JANUARIO MATERIAL ELETRICO,10716245000254,"RUA DOS GUSMOES  394 , SAO PAULO",-23.5374428,-46.6401013,SAO PAULO
VANIELI NERIS DO PRADO,10716651000136,"AVENIDA BENEDITO CHRISPIM  30 , JUNDIAI",-23.2438729,-46.8526649,JUNDIAI
BELLAN & CAMARGO MATERIAIS DE CONSTRUCAO LTDA,10718345000139,"AVENIDA VEREADOR JOAO FERNANDES DA SILVA  981 , ITAQUAQUECETUBA",-23.4933944,-46.3563395,ITAQUAQUECETUBA
LOCANDAIMES COMERCIO E LOCACAO LTDA,10724455000103,"RUA ANA MATOS  86 , SAO PAULO",-23.4992897,-46.5109814,SAO PAULO
KAWAKAMI COMERCIO E INSTALACOES LTDA,10725824000182,"RUA EDMUNDO GREGORIAN  102 , SAO PAULO",-23.5883176,-46.729857,SAO PAULO
LUZ AUTOMACAO INDUSTRIAL LTDA,10726723000126,"RUA CAPAO BONITO  154 , ITAQUAQUECETUBA",-23.4909407,-46.3561146,ITAQUAQUECETUBA
RV MADEIRAS E FERRAGENS LTDA,10726930000180,"AVENIDA ROBERT KENNEDY  1664 , SAO PAULO",-23.7051076,-46.5762592,SAO PAULO
FOCA  COMERCIAL E DISTRIBUIDORA DE MATERIAIS PARA CONSTRUCAO LTDA,10728931000164,"RUA JOAQUIM ALVES DINIS  859 , SAO PAULO",-23.520991,-46.4913644,SAO PAULO
STELLA COR LTDA,10732263000149,"AVENIDA AVENIDA PRESIDENTE CASTELO BRANCO  316 , MAUA",-23.6623883,-46.4486743,MAUA
SERGIO GREGORIO DE OLIVEIRA,10733930000108,"AVENIDA JOSE PINHEIRO BORGES  6 , SAO PAULO",-23.5267181,-46.4319536,SAO PAULO
MUROCAL COMERCIO DE MATERIAL ELETRICO LTDA,10734620000108,"RUA ALONSO PERES  181 , SAO PAULO",-23.4907419,-46.5706414,SAO PAULO
RVF COMERCIAL DE SELANTES E VEDACOES LTDA,10734738000136,"RUA ACAJU  152 , SAO PAULO",-23.5548267,-46.5483074,SAO PAULO
ANTONIO MOREIRA DA SILVA  MATERIAL DE CONSTRUCAO,10740196000104,"RUA DOUTOR ZUQUIM  446 , SAO PAULO",-23.5014626,-46.6222007,SAO PAULO
ART TERRA  IVAN PINHEIRO LTDA,10742225000177,"RUA ONIX  71 , SAO PAULO",-23.5773994,-46.6283956,SAO PAULO
MARCOS DE SOUZA MAGALHAES,10743277000168,"RUA CECILIA MEIRELES  73 , ITAQUAQUECETUBA",-23.444361,-46.379707,ITAQUAQUECETUBA
LESTE SAO PAULO MATERIAIS DE CONSTRUCAO LTDA,10743806000123,"AVENIDA ITAQUERA  6751 , SAO PAULO",-23.5511094,-46.463811,SAO PAULO
LESTE SAO PAULO MATERIAIS DE CONSTRUCAO LTDA,10743806000204,"AVENIDA JOAO XXIII  2320 , SAO PAULO",-23.5637399,-46.5229138,SAO PAULO
LOGIC SYSTEMSSISTEMAS DE PREVENCAO CONTRA INCENDIO LTDA,10746138000198,"ALAMEDA FRANCISCO ALVES  158 , SANTO ANDRE",-23.6548586,-46.5370435,SANTO ANDRE
JAIME COMERCIO DE VIDROS PAULISTA LTDA,10747852000109,"RUA RUA DO LUCAS  72 , SAO PAULO",-23.543943,-46.6247142,SAO PAULO
J C ALVES DA SILVA,10752341000177,"RUA ENGENHEIRO CAETANO ALVARES  2935 , SAO PAULO",-23.4923731,-46.6580706,SAO PAULO
FLASH COMERCIO DE MATERIAIS ELETRICOS E SERVICOS LTDA,10752963000103,"RUA DUQUE DE CAXIAS  236 , FRANCISCO MORATO",-23.2904139,-46.7497289,FRANCISCO MORATO
EUROHEATERS BRASIL COM IMP E EXP DE PRODUTOS ELETRICOS LTDA,10753125000146,"RUA JORGE TIBIRICA  107 , SAO PAULO",-23.5979983,-46.6338675,SAO PAULO
INDUMAX COMERCIO DE ACESSORIOS INDUSTRIAIS LTDA,10753413000109,"AVENIDA CABRALIA PAULISTA  51 , SAO PAULO",-23.5316623,-46.5033737,SAO PAULO
JOSMIR SENADOR COMERCIO DE FERRAMENTAS LTDA,10753763000167,"RUA SENADOR FLAQUER  712 , SANTO ANDRE",-23.6639153,-46.522002,SANTO ANDRE
MIX GLASS SOLUCOES EM VIDROS LTDA,10753940000105,"RUA DA PAZ  1113 , SAO PAULO",-23.631205,-46.6995321,SAO PAULO
LAYANE & JOANNY COMERCIO DE MATERIAIS ELETRICOS LTDA,10754436000120,"RUA BENFICA  71 , SAO PAULO",-23.4850369,-46.5707492,SAO PAULO
SONIA RIBEIRO DE SOUZA,10755449000113,"AVENIDA ARICANDUVA  2701 , SAO PAULO",-23.5467215,-46.5270546,SAO PAULO
HENGDAR DISTRIBUIDORA DE PRESENTES  EIRELI,10759304000190,"AVENIDA WASHINGTON LUIS  3490 , SAO PAULO",-23.6484023,-46.6757211,SAO PAULO
VALCONTUBOS ACESSORIOS INDUSTRIAIS LTDA,10760824000113,"RUA SALGADO SOBRINHO  65 , JUNDIAI",-23.1756354,-46.9019015,JUNDIAI
CASA NAKANO MATERIAIS PARA CONSTRUCAO LTDA,10762806000170,"RUA MANDIBA  643 , SAO PAULO",-23.4871753,-46.658533,SAO PAULO
FG ROSSI MATERIAIS ELETRICOS E HIDRAULICOS LTDA,10764193000100,"RUA APEDIA  29 , SAO PAULO",-23.4520797,-46.7365341,SAO PAULO
JAIRO MIRANDA SIQUEIRA,10765034000120,"RODOVIA RENE BENEDITO SILVA  2026 , ITAPEVI",-23.544065,-46.9553201,ITAPEVI
CENTRAL MIX MATERIAIS PARA CONSTRUCOES EIRELI,10765724000180,"RUA CARIJOS  1461 , SANTO ANDRE",-23.6832898,-46.5218467,SANTO ANDRE
CONSTRUCENTER CARDEAL MATERIAIS DE CONSTRUCAO EIRELI,10768636000131,"RUA CARDEAL ARCOVERDE  806 , SAO PAULO",-23.556779,-46.6805722,SAO PAULO
AGUIAR & GAMA COMERCIO DE MATERIAL RECICLADO E LOCACAO DE MAQUINAS E EQUIPAMENTOS LTDA,10773054000143,"RUA FREI PAULO DE SOROCABA  178 , SAO PAULO",-23.551303,-46.75571,SAO PAULO
G R MATERIAIS PARA CONSTRUCAO LTDA,10773148000201,"AVENIDA ITALO ADAMI  1556 , ITAQUAQUECETUBA",-23.4936417,-46.348689,ITAQUAQUECETUBA
VICTOR SANTINELLO CAPONE,10775624000134,"ALAMEDA AFONSO SCHMIDT  695 , SAO PAULO",-23.4949737,-46.6352799,SAO PAULO
ANA LIGIA MONESI ROCHA DA SILVA,10776063000198,"RUA MOLITERNO  109 , SAO PAULO",-23.527981,-46.5392256,SAO PAULO
EDINALDO ARAUJO PEREIRA,10778828000129,"RUA BENEDITA PEREIRA FRANCO  655 , MOGI DAS CRUZES",-23.5482726,-46.2613136,MOGI DAS CRUZES
PONTO 42 METAIS E FERRAGENS LTDA,10779704000168,"RUA PAES LEME  42 , SAO PAULO",-23.5675594,-46.696752,SAO PAULO
GARDY COMERCIO E MONTAGEM DE EQUIPAMENTOS ELETRICOS LTDA,10780890000155,"RUA AMADOR BUENO  1261 , OSASCO",-23.5163074,-46.799924,OSASCO
AN PARAFUSOS LTDA,10781464000136,"AVENIDA DOM PEDRO I  1154 , DIADEMA",-23.6939495,-46.6101204,DIADEMA
ELETRICA UNIAO MATERIAIS ELETRICOS E HIDRAULICOS LTDA,10782228000134,"RUA GENERAL RONDON  115 , DIADEMA",-23.6930414,-46.6220654,DIADEMA
MONICA SIMONE DE FARIA MATERIAIS GRAFICOS,10789078000190,"RUA JOAO DE LOAJA  61 , SAO PAULO",-23.4889508,-46.6823296,SAO PAULO
FLO & CABRAL  ARTIGOS PARA PISCINAS LTDA,10792572000104,"ESTRADA MUNICIP FERNANDO NOBRE  1430 , JANDIRA",-23.556706,-46.883937,JANDIRA
"RAFAEL SANTOS SILVEIRA  CABOS, CONECTORES E MONTAGENS",10797130000150,"RUA AURORA  2702 , SAO PAULO",-23.5406427,-46.6412958,SAO PAULO
J S N  COMERCIO DE FERRAGENS LTDA,10797764000103,"RUA VICTORIA PENA GIORGI  227 , SANTO ANDRE",-23.6685955,-46.494089,SANTO ANDRE
MAIS QUE PISOS DECORACOES LTDA,10798863000100,"AVENIDA NAZARE  604 , SAO PAULO",-23.589238,-46.6108409,SAO PAULO
MAIS QUE PISOS DECORACOES LTDA,10798863000100,"AVENIDA NAZARE  604 , SAO PAULO",-23.589238,-46.6108409,SAO PAULO
CILA LUDOVICO MATERIAIS PARA CONSTRUCAO,10801813000134,"RUA ESPIRITO SANTO  296 , SANTO ANDRE",-23.6756052,-46.4865206,SANTO ANDRE
MITIKASU ELETRICA E FERRAGENS LTDA,10803319000109,"AVENIDA MATEO BEI  2629 , SAO PAULO",-23.604385,-46.4808398,SAO PAULO
COLO FICO COMERCIAL E REPRESENTACAO EIRELI,10803796000174,"RUA GALILEIA  212 , SAO PAULO",-23.5027508,-46.6553651,SAO PAULO
MARCELO E MARCIO COMERCIO E AFIACAO DE FERRAMENTAS LTDA,10808914000137,"AVENIDA RANGEL PESTANA  207 , SANTO ANDRE",-23.6839808,-46.5277741,SANTO ANDRE
WAGNER N ALVES ESQUADRIAS EM ALUMINIO,10812534000176,"RUA FILIPE CAMARAO  35 , SAO PAULO",-23.5352677,-46.5790141,SAO PAULO
FERRO FLEX COMERCIO DE FERRO E ACO LTDA,10814553000131,"RUA MAJOR BASILIO  441 , SAO PAULO",-23.55785,-46.5820497,SAO PAULO
PLD FERRAMENTARIA INDUSTRIA E COMERCIO EIRELI,10817433000198,"RUA JUSTINO CARDOSO DA SILVEIRA  78 , MAUA",-23.68842,-46.451992,MAUA
IBM COMERCIO DE BOMBAS E MOTORES LTDA,10818176000109,"RUA MANILHA  189 , SAO PAULO",-23.5496115,-46.5271876,SAO PAULO
PISCINAS IPIRANGA COMERCIO DE PRODUTOS E EQUIPAMENTOS LTDA,10819107000110,"RUA TABOR  162 , SAO PAULO",-23.5773088,-46.6089901,SAO PAULO
POWER VIEW SISTEMAS EIRELI,10819427000170,"RUA BASANITA  126 , SAO BERNARDO DO CAMPO",-23.7435854,-46.5799975,SAO BERNARDO DO CAMPO
VIVIANE TEIXEIRA DE CAMPOS,10820773000178,"RUA RITA DO NASCIMENTO DUCA  193 , JANDIRA",-23.5345374,-46.9135793,JANDIRA
VALENTINA DECORACOES E COMERCIAL DE REVESTIMENTOS LTDA,10825340000105,"RUA CARLOS WEBER  1539 , SAO PAULO",-23.5327935,-46.725818,SAO PAULO
COMERCIAL SISAL MATERIAIS PARA CONSTRUCAO E SERVICOS LTDA,10826183000152,"RUA SABATINO NASTARI  160 , SAO PAULO",-23.5326605,-46.5740743,SAO PAULO
BUSQUETS  MATERIAIS DE CONSTRUCAO LTDA,10826466000102,"RUA AMARO DE PONTES  55 , SAO PAULO",-23.8284048,-46.7306525,SAO PAULO
RENATO NUNES FERREIRA,10826599000170,"AVENIDA AGUIA DE HAIA  1233 , SAO PAULO",-23.5351263,-46.4741361,SAO PAULO
FABIO DA SILVA ABAMBRES,10829603000154,"AVENIDA CALIM EID  652 , SAO PAULO",-23.5205658,-46.4974682,SAO PAULO
DEWIL COMERCIO DE FERRO E ACO EIRELI,10832963000105,"AVENIDA DAS NACOES  1852 , SANTO ANDRE",-23.6417836,-46.4974856,SANTO ANDRE
AMPLO FERROS PARA CONSTRUCAO LTDA,10835849000139,"AVENIDA ADELIA CHOHFI  5200 , SAO PAULO",-23.6126609,-46.4754706,SAO PAULO
AMPLO FERROS PARA CONSTRUCAO LTDA,10835849000139,"AVENIDA ADELIA CHOHFI  5200 , SAO PAULO",-23.6126609,-46.4754706,SAO PAULO
ELITE GAS COMERCIO E MANUTENCAO DE EQUIPAMENTOS PARA GAS LTDA,10838714000127,"RUA ITAQUERA  841 , SANTO ANDRE",-23.6810194,-46.5405048,SANTO ANDRE
APLUS COMERCIO DE FERRAMENTAS LTDA,10840373000124,"RUA ESTANISLAU ANTONIO BRAS  110 , OSASCO",-23.5664076,-46.7793305,OSASCO
BARON METAL COMERCIO DE ACOS E METAIS LTDA,10846241000100,"RUA AGUAS DE SAO PEDRO  369 , OSASCO",-23.5127917,-46.7772775,OSASCO
PIRINEUS COMERCIO DE MATERIAIS DE CONSTRUCAO LTDA,10848655000178,"RUA PIRINEUS  46 , SAO PAULO",-23.534774,-46.6528939,SAO PAULO
PLASLOPES COMERCIO LTDA,10848698000153,"RUA LUIS CARLOS GENTILE DE LAET  2129 , SAO PAULO",-23.449517,-46.6277391,SAO PAULO
EGERMIG  CONSTRUTORA & EMPREENDEDORA LTDA,10848902000136,"RUA CONDE DOS ARCOS  125 , POA",-23.5121952,-46.3489557,POA
CARLOS F P DA TRINDADE,10850221000102,"AVENIDA DOUTOR JOSE ARTUR DA NOVA  2596 , SAO PAULO",-23.4760434,-46.4255932,SAO PAULO
DANNYPORT COMERCIO E INSTALACAO DE PORTOES LTDA,10851104000163,"RUA ABAPA  7 , SAO PAULO",-23.5046232,-46.7054971,SAO PAULO
BB DEPOSITO DE MATERIAIS PARA CONSTRUCAO LTDA,10851542000121,"AVENIDA QUEIROS FILHO  3185 , SANTO ANDRE",-23.6912247,-46.4974839,SANTO ANDRE
EN DOS SANTOS,10853733000122,"AVENIDA FERNANDO MENDES DE ALMEIDA  185 , SAO PAULO",-23.4338867,-46.7153541,SAO PAULO
F G DE SOUZA FEITOSA GESSO,10857150000170,"AVENIDA ROBERT KENNEDY  980 , SAO BERNARDO DO CAMPO",-23.698963,-46.5777365,SAO BERNARDO DO CAMPO
NORMAQUALY SERVICOS LTDA,10857694000131,"AVENIDA SOLDADOPOLICIA MILITAR GILBERTO AUGUSTINHO  2241 , ITAPECERICA DA SERRA",-23.704658,-46.8052372,ITAPECERICA DA SERRA
A BEZERRA VASCONCELOS AZULEJOS,10857698000110,"RUA BOM PASTOR  182 , SAO PAULO",-23.578061,-46.6088206,SAO PAULO
FABIANA SILVESTRE DA SILVA,10859449000163,"ESTRADA DR ALIPIO LEME  SN , MAIRIPORA",-23.2848895,-46.590035,MAIRIPORA
JOSE RODRIGUES MOTA,10862855000185,"AVENIDA ANTONIO MARQUES FIGUEIRA  1775 , SUZANO",-23.5513903,-46.3071957,SUZANO
ASA PNEUMATICA LTDA,10864651000183,"RUA SAUL BORGES CARNEIRO  620 , SAO PAULO",-23.5589893,-46.503282,SAO PAULO
NOVA ITAQUA COMERCIO DE AREIA E PEDRA LTDA,10864770000136,"RUA RIO PARANA  396 , ITAQUAQUECETUBA",-23.4700166,-46.3417885,ITAQUAQUECETUBA
DWA PARAFUSOS E FIXADORES LTDA,10865478000138,"RUA SENADOR ROBERTO SIMONSEN  549 , SAO CAETANO DO SUL",-23.6180279,-46.5744533,SAO CAETANO DO SUL
GLOBAL  FLANGES E CONEXOES LTDA,10866733000167,"RUA RODESIA  106 , SANTO ANDRE",-23.6317198,-46.5073667,SANTO ANDRE
ARIANA ROLIM DA SILVA OLIVEIRA,10871327000192,"RUA ANGELIM MILANEZ  95 , MAUA",-23.6641984,-46.4188464,MAUA
NELSON SUSSUMU DEGAKI,10872193000124,"RUA ZACARIAS ANTONIO DA SILVA  42 , COTIA",-23.6025824,-46.9108121,COTIA
FABIO A PINCOVAI MATERIAIS ELETRICOS E HIDRAULICOS,10873758000198,"RUA ENIO AZAMBUJA NEVES  88 , OSASCO",-23.5640151,-46.7783177,OSASCO
WADY COMERCIO DE FERRAMENTAS LTDA,10875626000103,"RUA ANTONIO TERTULIANO  535 , SAO PAULO",-23.5003743,-46.4825678,SAO PAULO
CAROLINE MORALES NEUMANN  ELETRICA,10877385000123,"RUA DORIVAL SEABRA  771 , OSASCO",-23.4962881,-46.789668,OSASCO
MADEXATA COMERCIAL LTDA,10878211000185,"RUA HIROSHI OKADA  76 , SANTANA DE PARNAIBA",-23.4026813,-46.8765816,SANTANA DE PARNAIBA
VJE COMERCIO DE TINTAS LTDA,10878713000106,"AVENIDA COMENDADOR ANTONIO BORIN  2765 , JUNDIAI",-23.1753387,-46.8511163,JUNDIAI
A PRONTA ENTREGA PISCINAS & LAZER EIRELI,10881801000167,"RUA DOUTOR ANASTACIO DO BONSUCESSO  65 , SAO PAULO",-23.6235138,-46.7611687,SAO PAULO
DI MINAS COMERCIO DE MATERIAIS DE CONSTRUCAO LTDA,10885247000196,"ESTRADA CANAL DE COCAIA  1312 , SAO PAULO",-23.7453304,-46.6709301,SAO PAULO
PONTO ALTO FERRAGENS LTDA,10885299000162,"RUA VICENTE MAZETTI  379 , SAO PAULO",-23.4423739,-46.7501643,SAO PAULO
FLAVIO AMELIO SERVICE E COMERCIO LTDA,10886012000119,"AVENIDA CRUZEIRO DO SUL  1076 , OSASCO",-23.5116572,-46.7779506,OSASCO
DERIVAL FRANCISCO DOS SANTOS,10886989000136,"AVENIDA CALIL MOHAMED RAHAL  363 , BARUERI",-23.4878316,-46.8832739,BARUERI
CASA NOVA DE SAO BERNARDO COMERCIO DE MATERIAIS PARA CONSTRUCAO LTDA,10889979000154,"RUA MANUEL CARNEIRO  6 , SAO BERNARDO DO CAMPO",-23.7536114,-46.5816177,SAO BERNARDO DO CAMPO
JOSE ALVES BATISTA TEXTURAS,10890004000146,"RUA MARIA TAVARES  310 , SAO PAULO",-23.5968029,-46.5597372,SAO PAULO
VIA DECOR REVESTIMENTOS E DECORACOES LTDA,10890510000135,"RUA CONSELHEIRO MOREIRA DE BARROS  1922 , SAO PAULO",-23.4864379,-46.6390792,SAO PAULO
COMERCIAL EDSONMOGI LTDA,10891157000108,"RUA JOAO ASSI  383 , MOGI DAS CRUZES",-23.5557393,-46.2180228,MOGI DAS CRUZES
SUPER SEALS RETENTORES E GAXETAS LTDA,10891202000124,"RUA AGOSTINHO GOMES  1528 , SAO PAULO",-23.5837979,-46.6047296,SAO PAULO
IVETE MARIA MAGUETA COSTA,10892251000181,"RUA SAO TEOFILO  772 , SAO PAULO",-23.4985636,-46.5886978,SAO PAULO
EMYSILVA COMERCIO DE MATERIAIS DE CONSTRUCAO LTDA,10892825000111,"RUA DOUTOR JOAO BATISTA DE LACERDA  540 , SAO PAULO",-23.5510898,-46.5866178,SAO PAULO
MILLENIUM ALUMINIUM ESQUADRIAS LTDA,10897124000175,"RUA PANDIA CALOGERAS  292 , SAO PAULO",-23.5639134,-46.6327343,SAO PAULO
UNIKA COMERCIO DE ESQUADRIAS DE ALUMINIO,10898681000100,"RUA ALVARO FRAGOSO  155 , SAO PAULO",-23.59422,-46.5942004,SAO PAULO
JCL COMERCIO E MANUTENCAO DE VIDROS LTDA,10899186000116,"RUA CELSO BARBOSA LIMA  20 , SAO PAULO",-23.4963923,-46.4068503,SAO PAULO
ORION TMFH COMERCIO E SERVICOS LTDA,10903653000134,"RUA ALFERES BONILHA  651 , SAO BERNARDO DO CAMPO",-23.7188988,-46.5506649,SAO BERNARDO DO CAMPO
SMR COMERCIAL ELETRICA LTDA,10905563000182,"RUA FLAVIO TAMBELLINI  413 , SAO PAULO",-23.6105423,-46.5069796,SAO PAULO
QUALITY COMERCIO DE MATERIAIS DE CONSTRUCAO LTDA,10907788000178,"AVENIDA ONZE DE JUNHO  926 , SAO PAULO",-23.6013432,-46.6458217,SAO PAULO
CYRILO VIDROS LTDA,10907907000192,"RUA BOM PASTOR  2747 , SAO PAULO",-23.6005354,-46.6041688,SAO PAULO
