,RAZAO SOCIAL,CNPJ,ENDEREÇO,lat,lng,CIDADE,weight
4246,PISCINAS IPIRANGA COMERCIO DE PRODUTOS E EQUIPAMENTOS LTDA,10819107000110,"RUA TABOR  162 , SAO PAULO",-23.5773088,-46.6089901,SAO PAULO,1
4247,POWER VIEW SISTEMAS EIRELI,10819427000170,"RUA BASANITA  126 , SAO BERNARDO DO CAMPO",-23.7435854,-46.5799975,SAO BERNARDO DO CAMPO,4
4248,VIVIANE TEIXEIRA DE CAMPOS,10820773000178,"RUA RITA DO NASCIMENTO DUCA  193 , JANDIRA",-23.5345374,-46.9135793,JANDIRA,4
4249,VALENTINA DECORACOES E COMERCIAL DE REVESTIMENTOS LTDA,10825340000105,"RUA CARLOS WEBER  1539 , SAO PAULO",-23.5327935,-46.725818,SAO PAULO,2
4250,COMERCIAL SISAL MATERIAIS PARA CONSTRUCAO E SERVICOS LTDA,10826183000152,"RUA SABATINO NASTARI  160 , SAO PAULO",-23.5326605,-46.5740743,SAO PAULO,1
4252,RENATO NUNES FERREIRA,10826599000170,"AVENIDA AGUIA DE HAIA  1233 , SAO PAULO",-23.5351263,-46.4741361,SAO PAULO,3
4253,FABIO DA SILVA ABAMBRES,10829603000154,"AVENIDA CALIM EID  652 , SAO PAULO",-23.5205658,-46.4974682,SAO PAULO,2
4254,DEWIL COMERCIO DE FERRO E ACO EIRELI,10832963000105,"AVENIDA DAS NACOES  1852 , SANTO ANDRE",-23.6417836,-46.4974856,SANTO ANDRE,3
4255,AMPLO FERROS PARA CONSTRUCAO LTDA,10835849000139,"AVENIDA ADELIA CHOHFI  5200 , SAO PAULO",-23.6126609,-46.4754706,SAO PAULO,3
4256,AMPLO FERROS PARA CONSTRUCAO LTDA,10835849000139,"AVENIDA ADELIA CHOHFI  5200 , SAO PAULO",-23.6126609,-46.4754706,SAO PAULO,3
4257,ELITE GAS COMERCIO E MANUTENCAO DE EQUIPAMENTOS PARA GAS LTDA,10838714000127,"RUA ITAQUERA  841 , SANTO ANDRE",-23.6810194,-46.5405048,SANTO ANDRE,3
4258,APLUS COMERCIO DE FERRAMENTAS LTDA,10840373000124,"RUA ESTANISLAU ANTONIO BRAS  110 , OSASCO",-23.5664076,-46.7793305,OSASCO,3
4259,BARON METAL COMERCIO DE ACOS E METAIS LTDA,10846241000100,"RUA AGUAS DE SAO PEDRO  369 , OSASCO",-23.5127917,-46.7772775,OSASCO,3
4260,PIRINEUS COMERCIO DE MATERIAIS DE CONSTRUCAO LTDA,10848655000178,"RUA PIRINEUS  46 , SAO PAULO",-23.534774,-46.6528939,SAO PAULO,1
4261,PLASLOPES COMERCIO LTDA,10848698000153,"RUA LUIS CARLOS GENTILE DE LAET  2129 , SAO PAULO",-23.449517,-46.6277391,SAO PAULO,2
4262,EGERMIG  CONSTRUTORA & EMPREENDEDORA LTDA,10848902000136,"RUA CONDE DOS ARCOS  125 , POA",-23.5121952,-46.3489557,POA,4
4263,CARLOS F P DA TRINDADE,10850221000102,"AVENIDA DOUTOR JOSE ARTUR DA NOVA  2596 , SAO PAULO",-23.4760434,-46.4255932,SAO PAULO,3
4264,DANNYPORT COMERCIO E INSTALACAO DE PORTOES LTDA,10851104000163,"RUA ABAPA  7 , SAO PAULO",-23.5046232,-46.7054971,SAO PAULO,2
4265,BB DEPOSITO DE MATERIAIS PARA CONSTRUCAO LTDA,10851542000121,"AVENIDA QUEIROS FILHO  3185 , SANTO ANDRE",-23.6912247,-46.4974839,SANTO ANDRE,4
4266,EN DOS SANTOS,10853733000122,"AVENIDA FERNANDO MENDES DE ALMEIDA  185 , SAO PAULO",-23.4338867,-46.7153541,SAO PAULO,3
4267,F G DE SOUZA FEITOSA GESSO,10857150000170,"AVENIDA ROBERT KENNEDY  980 , SAO BERNARDO DO CAMPO",-23.698963,-46.5777365,SAO BERNARDO DO CAMPO,3
4268,NORMAQUALY SERVICOS LTDA,10857694000131,"AVENIDA SOLDADOPOLICIA MILITAR GILBERTO AUGUSTINHO  2241 , ITAPECERICA DA SERRA",-23.704658,-46.8052372,ITAPECERICA DA SERRA,4
4269,A BEZERRA VASCONCELOS AZULEJOS,10857698000110,"RUA BOM PASTOR  182 , SAO PAULO",-23.578061,-46.6088206,SAO PAULO,1
4271,JOSE RODRIGUES MOTA,10862855000185,"AVENIDA ANTONIO MARQUES FIGUEIRA  1775 , SUZANO",-23.5513903,-46.3071957,SUZANO,4
4272,ASA PNEUMATICA LTDA,10864651000183,"RUA SAUL BORGES CARNEIRO  620 , SAO PAULO",-23.5589893,-46.503282,SAO PAULO,2
4273,NOVA ITAQUA COMERCIO DE AREIA E PEDRA LTDA,10864770000136,"RUA RIO PARANA  396 , ITAQUAQUECETUBA",-23.4700166,-46.3417885,ITAQUAQUECETUBA,4
4274,DWA PARAFUSOS E FIXADORES LTDA,10865478000138,"RUA SENADOR ROBERTO SIMONSEN  549 , SAO CAETANO DO SUL",-23.6180279,-46.5744533,SAO CAETANO DO SUL,2
4275,GLOBAL  FLANGES E CONEXOES LTDA,10866733000167,"RUA RODESIA  106 , SANTO ANDRE",-23.6317198,-46.5073667,SANTO ANDRE,3
4276,ARIANA ROLIM DA SILVA OLIVEIRA,10871327000192,"RUA ANGELIM MILANEZ  95 , MAUA",-23.6641984,-46.4188464,MAUA,4
4277,NELSON SUSSUMU DEGAKI,10872193000124,"RUA ZACARIAS ANTONIO DA SILVA  42 , COTIA",-23.6025824,-46.9108121,COTIA,4
4278,FABIO A PINCOVAI MATERIAIS ELETRICOS E HIDRAULICOS,10873758000198,"RUA ENIO AZAMBUJA NEVES  88 , OSASCO",-23.5640151,-46.7783177,OSASCO,3
4279,WADY COMERCIO DE FERRAMENTAS LTDA,10875626000103,"RUA ANTONIO TERTULIANO  535 , SAO PAULO",-23.5003743,-46.4825678,SAO PAULO,3
4280,CAROLINE MORALES NEUMANN  ELETRICA,10877385000123,"RUA DORIVAL SEABRA  771 , OSASCO",-23.4962881,-46.789668,OSASCO,3
4281,MADEXATA COMERCIAL LTDA,10878211000185,"RUA HIROSHI OKADA  76 , SANTANA DE PARNAIBA",-23.4026813,-46.8765816,SANTANA DE PARNAIBA,4
4283,A PRONTA ENTREGA PISCINAS & LAZER EIRELI,10881801000167,"RUA DOUTOR ANASTACIO DO BONSUCESSO  65 , SAO PAULO",-23.6235138,-46.7611687,SAO PAULO,3
4284,DI MINAS COMERCIO DE MATERIAIS DE CONSTRUCAO LTDA,10885247000196,"ESTRADA CANAL DE COCAIA  1312 , SAO PAULO",-23.7453304,-46.6709301,SAO PAULO,4
4285,PONTO ALTO FERRAGENS LTDA,10885299000162,"RUA VICENTE MAZETTI  379 , SAO PAULO",-23.4423739,-46.7501643,SAO PAULO,3
4286,FLAVIO AMELIO SERVICE E COMERCIO LTDA,10886012000119,"AVENIDA CRUZEIRO DO SUL  1076 , OSASCO",-23.5116572,-46.7779506,OSASCO,3
4287,DERIVAL FRANCISCO DOS SANTOS,10886989000136,"AVENIDA CALIL MOHAMED RAHAL  363 , BARUERI",-23.4878316,-46.8832739,BARUERI,4
4288,CASA NOVA DE SAO BERNARDO COMERCIO DE MATERIAIS PARA CONSTRUCAO LTDA,10889979000154,"RUA MANUEL CARNEIRO  6 , SAO BERNARDO DO CAMPO",-23.7536114,-46.5816177,SAO BERNARDO DO CAMPO,4
4289,JOSE ALVES BATISTA TEXTURAS,10890004000146,"RUA MARIA TAVARES  310 , SAO PAULO",-23.5968029,-46.5597372,SAO PAULO,2
4290,VIA DECOR REVESTIMENTOS E DECORACOES LTDA,10890510000135,"RUA CONSELHEIRO MOREIRA DE BARROS  1922 , SAO PAULO",-23.4864379,-46.6390792,SAO PAULO,1
4291,COMERCIAL EDSONMOGI LTDA,10891157000108,"RUA JOAO ASSI  383 , MOGI DAS CRUZES",-23.5557393,-46.2180228,MOGI DAS CRUZES,4
4292,SUPER SEALS RETENTORES E GAXETAS LTDA,10891202000124,"RUA AGOSTINHO GOMES  1528 , SAO PAULO",-23.5837979,-46.6047296,SAO PAULO,1
4293,IVETE MARIA MAGUETA COSTA,10892251000181,"RUA SAO TEOFILO  772 , SAO PAULO",-23.4985636,-46.5886978,SAO PAULO,1
4294,EMYSILVA COMERCIO DE MATERIAIS DE CONSTRUCAO LTDA,10892825000111,"RUA DOUTOR JOAO BATISTA DE LACERDA  540 , SAO PAULO",-23.5510898,-46.5866178,SAO PAULO,1
4295,MILLENIUM ALUMINIUM ESQUADRIAS LTDA,10897124000175,"RUA PANDIA CALOGERAS  292 , SAO PAULO",-23.5639134,-46.6327343,SAO PAULO,1
4296,UNIKA COMERCIO DE ESQUADRIAS DE ALUMINIO,10898681000100,"RUA ALVARO FRAGOSO  155 , SAO PAULO",-23.59422,-46.5942004,SAO PAULO,2
4297,JCL COMERCIO E MANUTENCAO DE VIDROS LTDA,10899186000116,"RUA CELSO BARBOSA LIMA  20 , SAO PAULO",-23.4963923,-46.4068503,SAO PAULO,4
4298,ORION TMFH COMERCIO E SERVICOS LTDA,10903653000134,"RUA ALFERES BONILHA  651 , SAO BERNARDO DO CAMPO",-23.7188988,-46.5506649,SAO BERNARDO DO CAMPO,4
4299,SMR COMERCIAL ELETRICA LTDA,10905563000182,"RUA FLAVIO TAMBELLINI  413 , SAO PAULO",-23.6105423,-46.5069796,SAO PAULO,2
4300,QUALITY COMERCIO DE MATERIAIS DE CONSTRUCAO LTDA,10907788000178,"AVENIDA ONZE DE JUNHO  926 , SAO PAULO",-23.6013432,-46.6458217,SAO PAULO,1
4301,CYRILO VIDROS LTDA,10907907000192,"RUA BOM PASTOR  2747 , SAO PAULO",-23.6005354,-46.6041688,SAO PAULO,1
4302,MARCELAINE BARBARA ROMANINI COBERTURAS,10909749000100,"AVENIDA VEREADOR ABEL FERREIRA  4030 , SAO PAULO",-23.5748268,-46.54329,SAO PAULO,2
4303,COSULICH MATERIAIS PARA ACABAMENTO E AGENCIAMENTO DE NEGOCIOS LTDA,10910212000160,"RUA DOS PINHEIROS  551 , SAO PAULO",-23.5660168,-46.6832598,SAO PAULO,1
4304,CENTER MORUMBI ELETRICA E HIDRAULICA LTDA,10910468000177,"AVENIDA JORGE JOAO SAAD  649 , SAO PAULO",-23.5922154,-46.7213288,SAO PAULO,2
4305,IMPERIO COMERCIO DAS ESCADAS LTDA,10910801000148,"RUA ODESSA  23 , CARAPICUIBA",-23.5387691,-46.8379275,CARAPICUIBA,4
4306,CCM TINTAS AUTOMOTIVAS E RESIDENCIAIS LTDA,10911926000192,"ESTRADA DO M BOI MIRIM  4871 , SAO PAULO",-23.6885464,-46.7724472,SAO PAULO,4
4307,JR OLIVEIRA MATERIAIS PARA CONSTRUCAO LTDA,10912695000131,"RUA MESTRE SIMEAO JOSE DE NAZARE  32 , SAO PAULO",-23.4603045,-46.6726737,SAO PAULO,2
4308,HIDRAULICA SILVA E SILVA LTDA,10913188000112,"RUA FELIPE CAMARAO  35 , JANDIRA",-23.5342523,-46.9042085,JANDIRA,4
4309,GATAPACK SOLUCOES DE EMBALAGENS EIRELI,10915293000190,"RUA PAULO JACINTO  77 , COTIA",-23.6019615,-46.8576383,COTIA,4
4310,VIA SUL MADEIRAS LTDA,10918030000135,"AVENIDA ATLANTICA  6448 , SAO PAULO",-23.7181002,-46.7001549,SAO PAULO,4
4311,CGI COMERCIO E SERVICOS DE TUBULACAO EIRELI,10921384000139,"RUA AREALVA  104 , SAO PAULO",-23.5615426,-46.5206432,SAO PAULO,2
4312,MARCOS F FELIX MATERIAIS CONTRUCAO,10924944000109,"AVENIDA CLAUDIO FRANCHI  221 , SAO PAULO",-23.5998956,-46.7380431,SAO PAULO,2
4313,HIDREL MART INSTALACOES HIDRAULICAS E ELETRICAS LTDA,10925845000141,"RUA TAKERO KUROTSU  231 , SUZANO",-23.5691977,-46.3341811,SUZANO,4
4314,ENERGIZE COMERCIO DE MATERIAIS ELETRICOS LTDA,10927581000165,"AVENIDA VILANOVA ARTIGAS  1670 , SAO PAULO",-23.6013562,-46.5013348,SAO PAULO,2
4315,JRS PISOS E DECORACOES LTDA,10927791000153,"RUA ADOLFO DE MENEZES  59 , SAO PAULO",-23.6027694,-46.5228622,SAO PAULO,2
4316,VITRAIS COSCIA LTDA,10928874000167,"AVENIDA RAIMUNDO PEREIRA DE MAGALHAES  4410 , SAO PAULO",-23.4901449,-46.7304448,SAO PAULO,2
4317,A ROMANO,10929943000157,"RUA SANTA CATARINA  2640 , SAO CAETANO DO SUL",-23.6114131,-46.5713157,SAO CAETANO DO SUL,2
4318,COLLORMAS COMERCIO DE MATERIAIS DE CONSTRUCAO E PRESTACAO DE SERVICOS EIRELI,10937471000184,"RUA FERDINANDO PRUNI  5 , SAO PAULO",-23.7669505,-46.7066832,SAO PAULO,4
4319,ANTONIA ANA GUSSAO DA SILVA MADEPALETES,10937561000175,"RUA JOSE  GONCALVES  FRANCA  311 , CARAPICUIBA",-23.5362678,-46.8275353,CARAPICUIBA,3
4320,MARTINEZ & FERREIRA CONSTRUCOES E COMERCIO LTDA,10937926000161,"RUA VOLUNTARIOS DA PATRIA  654 , SAO PAULO",-23.5148434,-46.6261172,SAO PAULO,1
4321,R M R DRYWALL FORROS E DIVISORIAS EIRELI,10938759000173,"RUA GAL LEITE DE CASTRO  200 , SAO PAULO",-23.6395842,-46.5947397,SAO PAULO,2
4322,GARRA COMBAT EQUIPAMENTOS CONTRA INCENDIO  EIRELI,10939210000101,"AVENIDA ALBERTO RAMOS  573 , SAO PAULO",-23.5870823,-46.5603143,SAO PAULO,2
4323,GARRA COMBAT EQUIPAMENTOS CONTRA INCENDIO  EIRELI,10939210000101,"AVENIDA ALBERTO RAMOS  573 , SAO PAULO",-23.5870823,-46.5603143,SAO PAULO,2
4324,FRANCISCO MARISCAL COBELO MADEIRAS E ARTEFATOS,10939831000187,"RUA MARIA DOMITILA  215 , SAO PAULO",-23.5453569,-46.6246233,SAO PAULO,1
4325,AG PARAFUSOS E FERRAGENS LTDA,10941332000124,"AVENIDA ASSEMBLEIA  921 , DIADEMA",-23.6833425,-46.6333165,DIADEMA,3
4326,G ARAUJO COMERCIO E SERVICOS LTDA,10942656000187,"TRAVESSA SERINGAIS  58 , SAO PAULO",-23.549864,-46.4227185,SAO PAULO,4
4327,ALPHA SET PRODUCOES COMERCIO E SERVICOS EIRELI,10951114000170,"RUA DR LUIZ MIGLIANO  1986 , SAO PAULO",-23.6215621,-46.7419997,SAO PAULO,3
4328,WFLOORS INSTALACAO DE PISOS EIRELI,10952630000110,"RUA GREGORIO PETONDI  55 , SAO PAULO",-23.6181945,-46.4845041,SAO PAULO,3
4329,IPE POA ESQUADRIAS LTDA,10958120000150,"AVENIDA NOVE DE JULHO  1139 , POA",-23.515876,-46.3408809,POA,4
4330,JF MAUA MATERIAIS PARA CONSTRUCAO LTDA,10958646000130,"RUA RIO DE JANEIRO  521 , MAUA",-23.6596552,-46.4633978,MAUA,3
4331,MADECARI COMERCIO DE MADEIRAS E FERRAGENS LTDA,10963451000188,"RUA EDGAR DOS REIS SAMPAIO  316 , SAO PAULO",-23.4815869,-46.6757986,SAO PAULO,2
4332,SILVIDROS E DECORACOES LTDA,10971378000196,"RUA PAULO NUNES FELIX  424 , SAO PAULO",-23.6222961,-46.4736918,SAO PAULO,3
4334,MADPEROLA ESQUADRIAS DE MADEIRA LTDA,10973579000122,"RUA GASPAR RODRIGUES  152 , SAO PAULO",-23.5665455,-46.5573256,SAO PAULO,1
4335,SIENA COMERCIO DE PRODUTOS INDUSTRIAIS EIRELI,10975166000187,"AVENIDA PEREIRA BARRETO  1395 , SANTO ANDRE",-23.6793126,-46.5381157,SANTO ANDRE,3
4336,LUZINETE PEREIRA LIMA SANTOS,10975767000190,"RUA MIL OITOCENTOS E VINTE E DOIS  788 , SAO PAULO",-23.5922633,-46.5988876,SAO PAULO,1
4337,MOBILE FERRAGENS PARA MOVEIS LTDA,10977237000180,"RUA IPIRANGA  1049 , MOGI DAS CRUZES",-23.5291103,-46.2003754,MOGI DAS CRUZES,4
4338,IRIS & GUSTAVO ESQUADRIAS DE MADEIRAS LTDA,10979396000114,"RUA PROFESSOR MOACIR EIK ALVARO  120 , SAO PAULO",-23.6680659,-46.6550542,SAO PAULO,3
4339,L A LAURE JUNIOR,10980691000190,"RUA DO AMARO  188 , SANTO ANDRE",-23.6931195,-46.5081472,SANTO ANDRE,4
4340,ITAQUA COMERCIO DE MADEIRAS E FERRAGENS LTDA,10981909000121,"ESTRADA DE SANTA ISABEL  2815 , ITAQUAQUECETUBA",-23.4658317,-46.3378573,ITAQUAQUECETUBA,4
4341,ELETROCOL COMERCIO E MANUTENCAO DE EQUIPAMENTOS ELETRICOS LTDA,10982385000193,"RUA ANDORRA  229 , BARUERI",-23.5459316,-46.8866107,BARUERI,4
4342,"NSA  ASFALTO,TERRAPLENAGEM E PAVIMENTACAO LTDA",10983093000175,"RUA ALFREDO ROMEA  156 , SAO PAULO",-23.4376826,-46.7494482,SAO PAULO,3
4343,EDGAR AZEVEDO DOS SANTOS,10984644000115,"AVENIDA DOS AUTONOMISTAS  4333 , OSASCO",-23.5262578,-46.7891795,OSASCO,3
4344,ESPACO & LAZER MATERIAIS PARA CONSTRUCAO LTDA,10985110000103,"AVENIDA ESCO  553 , EMBU DAS ARTES",-23.6528995,-46.8430145,EMBU DAS ARTES,4
4345,REGO FREITAS COMERCIO DE TINTAS LTDA,10985856000117,"RUA GENERAL JARDIM  145 , SAO PAULO",-23.5448135,-46.6460281,SAO PAULO,1
4346,RRC MATERIAIS PARA CONSTRUCAO LTDA,10987399000108,"RUA DOS CONTINENTES  265 , SAO PAULO",-23.5336923,-46.4884792,SAO PAULO,3
4347,BERGUS DO BRASIL  COMERCIO E SERVICOS LTDA,10990017000278,"RUA SERRA DO JAPI  742 , SAO PAULO",-23.5458797,-46.5690646,SAO PAULO,1
4348,RA TINTAS MATERIAIS DE CONSTRUCAO E FERRAGENS LTDA,10991905000124,"ESTRADA DAS TAIPAS  446 , SAO PAULO",-23.4524484,-46.7352931,SAO PAULO,2
4349,CONSEL COMERCIO DE EQUIPAMENTOS E INSTALACOES INDUSTRIAIS LTDA,10992314000171,"AVENIDA PAULISTA  1471 , SAO PAULO",-23.5626751,-46.6558894,SAO PAULO,1
4350,NMSS MATERIAIS PARA CONSTRUCAO LTDA,10992988000176,"RUA CABOCLOS  251 , SUZANO",-23.5500782,-46.3014281,SUZANO,4
4351,MARCO TOSI,10995492000156,"RUA CABO DIOGO OLIVER  1232 , MOGI DAS CRUZES",-23.5128879,-46.2039416,MOGI DAS CRUZES,4
4353,E A MATERIAIS PARA CONSTRUCOES LTDA,11000199000174,"RUA ITINGUCU  43 , SAO PAULO",-23.5229069,-46.5143298,SAO PAULO,2
4354,E A MATERIAIS PARA CONSTRUCOES LTDA,11000199000255,"RUA EBAUBA  310 , SAO PAULO",-23.5330396,-46.492858,SAO PAULO,2
4355,"VAREJAO ARRUDA COMERCIO DE FERRAGENS, FERRAMENTAS E MATERIAL DE CONSTRUCAO LTDA",11000204000149,"RUA ARLINDO COLACO  22 , SAO PAULO",-23.4916747,-46.4436689,SAO PAULO,3
4356,RFR PISCINAS E LAZER EIRELI,11002247000163,"ESTRADA SANTA ISABEL  2080 , ARUJA",-23.4157212,-46.3255373,ARUJA,4
4357,EDSON DA SILVA ROBERTO SERRALHERIA,11002798000127,"RUA PIETRANTONIO MINICHILO  81 , CAJAMAR",-23.3840844,-46.8614323,CAJAMAR,4
4358,EYE GLASS COMERCIO DE VIDROS E MANUTENCAO LTDA,11004300000165,"11A RUA UHLAND  477 , SAO PAULO",-23.5892908,-46.5390396,SAO PAULO,2
4359,DEDA MATERIAIS PARA CONSTRUCOES LTDA,11004494000107,"RUA PADRE JACINTO DE CARVALHAIS  12 , SAO PAULO",-23.6326704,-46.4461928,SAO PAULO,3
4360,MARCLAU  COMERCIO VAREJISTA DE MATERIAL ELETRICO E SERVICOS LTDA,11005039000118,"RUA EMILE PILON  307 , JUNDIAI",-23.1972292,-46.8802466,JUNDIAI,4
4361,START INDUSTRIA E COMERCIO DE LAMPADAS LTDA,11005376000105,"AVENIDA LARA CAMPOS  587 , SAO PAULO",-23.5176506,-46.4346758,SAO PAULO,3
4362,JAIR E ALESSANDRA CONTIERI MATERIAIS PARA CONSTRUCAO LTDA,11011564000146,"AVENIDA SEBASTIAO ANTONIO DA SILVA  21 , MAUA",-23.6479926,-46.4380947,MAUA,3
4363,TECHNOCALHAS COMERCIO SERVICOS LTDA,11014185000100,"AVENIDA ATLANTICA  5980 , SAO PAULO",-23.7164876,-46.7055991,SAO PAULO,4
4364,HF TERMINAIS E SOLUCOES EM EXAUSTAO LTDA,11018325000118,"RUA JESUINO CASSIA DE LUSTOSA  209 , SAO PAULO",-23.4121156,-46.7556349,SAO PAULO,3
4365,FAHD ALI ISMAIL,11019995000159,"ESTRADA DO M'BOI MIRIM  3953 , SAO PAULO",-23.6826649,-46.7674802,SAO PAULO,4
4367,RD NOVO LAR MATERIAIS PARA CONSTRUCAO LTDA,11025644000150,"RUA RIO JAPURA  54 , SANTANA DE PARNAIBA",-23.4249177,-46.8582239,SANTANA DE PARNAIBA,4
4368,BORGES  INDUSTRIA E COMERCIO DE MATERIAIS PARA CONSTRUCAO LTDA,11027527000126,"RUA ESTRADA TRES CRUZES  94 , SAO PAULO",-23.430291,-46.5675381,SAO PAULO,3
4369,DALT SERVICOS LTDA,11032275000123,"RUA COIMBRA  7 , ITAPECERICA DA SERRA",-23.6894778,-46.801432,ITAPECERICA DA SERRA,4
4370,MEGAPOXY REVESTIMENTOS INDUSTRIAIS EIRELI,11036452000140,"ESTRADA DE BELEM  931 , FRANCO DA ROCHA",-23.3075706,-46.7572009,FRANCO DA ROCHA,4
4371,MATRIX DISTRIBUIDORA DE MATERIAL DE CONSTRUCAO EM GERAL LTDA,11036947000179,"AVENIDA CABO ADAO PEREIRA  648 , SAO PAULO",-23.4823176,-46.7168786,SAO PAULO,2
4373,TERESA DOS SANTOS BRNICKY,11043206000115,"RUA OTAVIO POLIDORO  336 , MAUA",-23.6842376,-46.4659021,MAUA,4
4374,AIRTON ARAUJO DA SILVA JUNIOR VIDRACARIA,11044311000179,"ESTRADA PINHEIRINHO  2302 , SUZANO",-23.4821388,-46.2963808,SUZANO,4
4375,ACOFERR ACOS E METAIS EIRELI,11059285000152,"RUA FREDERICO RENE DE JAEGHER  2026 , SAO PAULO",-23.7264578,-46.7154938,SAO PAULO,4
4376,ELETROL INSTALACOES DE SISTEMAS LTDA,11059734000162,"RUA JULIO XAVIER JUNIOR  11 , SAO PAULO",-23.471909,-46.5851748,SAO PAULO,2
